,tweet_date,processed_tweet_text
175040,2021-08-20,sac raided mwaylwal village gantgaw tsp opening gunfires old man got shot cervix abdomen
175047,2021-08-20,listed anti regime people terrorists recognizenug
175049,2021-08-20,conditions worrying political abductess barely proper medical treatment recognizenug
175060,2021-08-20,conditions worrying political abductess barely proper medical treatment recognizenug
175088,2021-08-20,sac raided mwaylwal village gantgaw tsp opening gunfires old man got shot cervix abdomen severel
175090,2021-08-20,prisoners infected covid prisons mon state died pri
175093,2021-08-20,conditions worrying political abductess barely proper medical treatment recognizenug
175107,2021-08-20,conditions worrying political abductess barely proper medical treatment recognizenug
175112,2021-08-20,conditions worrying political abductess barely proper medical treatment recognizenug
175125,2021-08-20,prisoners infected covid prisons mon state died pri
175126,2021-08-20,sac raided mwaylwal village gantgaw tsp opening gunfires old man got shot cervix abdomen severel
175154,2021-08-20,listed anti regime people terrorists recognizenug
175158,2021-08-20,street * maharaungmyay tsp sac terrorists shot men delivered water resulting injuri
175166,2021-08-20,prisoners infected covid prisons mon state died pri
175169,2021-08-20,sac raided mwaylwal village gantgaw tsp opening gunfires old man got shot cervix abdomen severel
175186,2021-08-20,conditions worrying political abductess barely proper medical treatment recognizenug
175197,2021-08-20,evening august youths arrested shot dead terrorist forces raid
175201,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
175213,2021-08-20,country cities roads power hungry military dictators rule
175214,2021-08-20,conditions worrying political abductess barely proper medical treatment recognizenug
175215,2021-08-20,military junta terrorists council abducted parents wife children cdm policeman hostage
175217,2021-08-20,listed anti regime people terrorists recognizenug
175220,2021-08-20,singapore says asean effective hoped myanmar
175222,2021-08-20,country cities roads power hungry military dictators rule
175223,2021-08-20,military junta terrorists council abducted parents wife children cdm policeman hostage
175238,2021-08-20,think proper medical treatment
175240,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
175257,2021-08-20,
175276,2021-08-20,conditions worrying political abductess barely proper medical treatment recognizenug
175277,2021-08-20,listed anti regime people terrorists recognizenug
175278,2021-08-20,country cities roads power hungry military dictators rule
175279,2021-08-20,think proper medical treatment
175281,2021-08-20,listed anti regime people terrorists recognizenug
175296,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
175311,2021-08-20,sac raided mwaylwal village gantgaw tsp opening gunfires old man got shot cervix abdomen severel
175336,2021-08-20,military junta terrorists council abducted parents wife children cdm policeman hostage
175338,2021-08-20,think proper medical treatment
175359,2021-08-20,military junta terrorists council abducted parents wife children cdm policeman hostage
175365,2021-08-20,think proper medical treatment
175378,2021-08-20,think proper medical treatment
175407,2021-08-20,recorded late june bbc news covid allo
175433,2021-08-20,people given lives right things myanmar youths fre
175446,2021-08-20,prisoners infected covid prisons mon state died pri
175447,2021-08-20,military junta terrorists council abducted parents wife children cdm policeman hostage
175452,2021-08-20,think proper medical treatment
175456,2021-08-20,protest military dictatorship atrocities people covid crisis staged people aye
175462,2021-08-20,street * maharaungmyay tsp mandalay sac terrorists shot men delivered water resulting injurin
175464,2021-08-20,listed anti regime people terrorists recognizenug
175468,2021-08-20,think proper medical treatment
175481,2021-08-20,
175482,2021-08-20,sac raided mwaylwal village gantgaw tsp opening gunfires old man got shot cervix abdomen severel
175488,2021-08-20,conditions worrying political abductess barely proper medical treatment recognizenug
175490,2021-08-20,protest military dictatorship atrocities people covid crisis staged people aye
175492,2021-08-20,military junta terrorists council abducted parents wife children cdm policeman hostage
175495,2021-08-20,think proper medical treatment
175496,2021-08-20,street * maharaungmyay tsp mandalay sac terrorists shot men delivered water resulting injurin
175545,2021-08-20,conditions worrying political abductess barely proper medical treatment recognizenug
175548,2021-08-20,listed anti regime people terrorists recognizenug
175551,2021-08-20,sac forcibly raided searched covid patient htun wins house confiscated cctv camera motorcycle abducted
175557,2021-08-20,military junta terrorists council abducted parents wife children cdm policeman hostage
175559,2021-08-20,think proper medical treatment
175565,2021-08-20,country cities roads power hungry military dictators rule
175566,2021-08-20,military junta terrorists council abducted parents wife children cdm policeman hostage
175567,2021-08-20,myanmar courthouses remain closed sac declared long holidays guise covid detainees secti
175568,2021-08-20,sac forcibly raided searched covid patient htun wins house confiscated cctv camera motorcycle abducted
175755,2021-08-20,sac forcibly raided searched covid patient htun wins house confiscated cctv camera motorcycle abducted
175779,2021-08-20,sac forcibly raided searched covid patient htun wins house confiscated cctv camera motorcycle abducted
175972,2021-08-20,motlhotlho ma74 mokgwa itlhaganeletseng vaccine teng
176009,2021-08-20,vaxx cards tls today light end tunnel
176010,2021-08-20,vaxx cards tls today light end tunnel
176041,2021-08-20,got jab appreciate
176130,2021-08-20,unvaccinated
176149,2021-08-20,wet wife
176181,2021-08-20,check febri video
176311,2021-08-27,khunbwathway township development chairman nld member abducted junta terrorists died covid
176314,2021-08-27,guise clearing operations sac started offensive communities taze tsp days
176316,2021-08-27,factory workers rangoon concerned china vaccine offered sac forced fac
176318,2021-08-27,myozawoo mycg charity beaten till head broken military terrorists atrocious intergora
176320,2021-08-27,thein min tun bread seller brutally shot dead military terrorists opened fire 122th
176324,2021-08-27,got second vaxx yay
176332,2021-08-27,protest dictatorship residents form eastern yingmarpin northern salingyi tribu
176336,2021-08-27,283 people undeserved deaths reported country issued count becz covid 3rd wave
176338,2021-08-27,myozawoo mycg charity beaten till head broken military terrorists atrocious intergora
176343,2021-08-27,guy blows load gym mirror follow
176364,2021-08-27,video nht hot boy singapore tituslow nha
176383,2021-08-27,innocent civilians boy girl shot seriously injured gunfire junta terrorists
176384,2021-08-27,thein min tun bread seller brutally shot dead military terrorists opened fire 122th
176388,2021-08-27,voil
176389,2021-08-27,save million lives
176551,2021-08-27,wait vaccine millions africans easily social distance wash hands
176639,2021-08-27,tgif
176640,2021-08-27,big booty gets hard shots
176783,2021-08-27,partagez
176820,2021-08-27,sac abducted interrogated shot dead kolwinmoe karpaungkya village taze tsp koheinzaw abducted
176827,2021-08-27,khunbwathway township development chairman nld member abducted junta terrorists died covid
176905,2021-08-28,filmed imax entire marvel studios shang chi legend rings presented exclusiv
177078,2021-08-28,want positive wag lang covid
177128,2021-08-28,innocent civilians boy girl shot seriously injured gunfire junta terrorists
177132,2021-08-28,thein min tun bread seller brutally shot dead military terrorists opened fire 122th
177148,2021-08-28,want nut waste decided protein shot
177217,2021-08-28,
177222,2021-08-28,save million lives
177391,2021-09-10,sac forcibly abducted headmaster hakhas hospital house military trucks afternoon ami
177392,2021-09-10,// death sac fired heavy artillery shells reason sesame farmer got shot death
177394,2021-09-10,clashes broke city chin state old girl got shot house fired gunshots recklessly artil
177559,2021-09-10,clashes broke city chin state amp old girl got shot amp house fired gunshots reckless
177650,2021-09-10,
177963,2021-09-10,
178051,2021-09-10,raise awareness issues facing singapores migrant worker community isabel phua founded migrant
178090,2021-09-10,daring cheeky help like retweet cum shot video
178181,2021-09-10,2020malaysiacovid
178237,2021-09-10,govt lead employment initiatives hire skills people bad actor ready capitalize
178362,2021-09-10,quarantine period exposed covid cut days moh
178390,2021-09-10,
178410,2021-09-10,daily covid cases likely exceed 000 soon weeks crucial spore
178426,2021-09-10,residents cats evacuated fire woodlands flat
178437,2021-09-10,junta terrorists shot dead civilians accused pdf villages magway sagaing borde
178438,2021-09-10,second best year forinstallations despitedisruptions inst
178441,2021-09-10,singapore sharp increase cases break barrier end day
178524,2021-09-10,juntas forces killed innocent civilians
178527,2021-09-10,properties destroyed
178541,2021-09-10,
178544,2021-09-10,juntas forces killed innocent civilians
178546,2021-09-10,properties destroyed
178556,2021-09-10,
178575,2021-09-10,
178581,2021-09-10,
178651,2021-09-10,think ideal simple reason dat indian player hav contracted covid god
178659,2021-09-10,clashes broke city chin state old girl got shot house fired gunshots recklessly artil
178660,2021-09-10,// death sac fired heavy artillery shells reason sesame farmer got shot death
178695,2021-09-10,started releasing deaths vaccine breakdown
178696,2021-09-10,
178700,2021-09-10,properties destroyed
178772,2021-09-10,
178776,2021-09-10,
178782,2021-09-10,
178788,2021-09-10,properties destroyed
178790,2021-09-10,
178843,2021-09-10,quarantine period reduced slightly positive news
178845,2021-09-10,sac terrorists launched numerous raids
178868,2021-09-10,sac terrorists launched numerous raids villages gangaw kale road shot dead residents
178885,2021-09-10,
178917,2021-09-10,big story crucial weeks ahead spores covid fight daily cases likely exceed 000
178958,2021-09-10,
178959,2021-09-10,juntas forces killed innocent civilians
178963,2021-09-10,properties destroyed
178965,2021-09-10,
179096,2021-09-10,
179125,2021-09-10,people including 9th grade students shot dead soldiers villagers fleeing locals inc
179137,2021-09-10,people including 9th grade students shot dead soldiers villagers
179154,2021-09-10,juntas forces killed innocent civilians
179156,2021-09-10,
179214,2021-09-10,
179243,2021-09-10,sac terrorists launched numerous raids villages gangaw kale road shot dead residents
179274,2021-09-10,
179277,2021-09-10,juntas forces killed innocent civilians
179285,2021-09-10,properties destroyed
179290,2021-09-10,
179292,2021-09-10,
179330,2021-09-10,
179333,2021-09-10,juntas forces killed innocent civilians
179336,2021-09-10,
179434,2021-09-10,properties destroyed
179442,2021-09-10,
179459,2021-09-10,
179460,2021-09-10,juntas forces killed innocent civilians
179462,2021-09-10,properties destroyed
179463,2021-09-10,
179470,2021-09-10,properties destroyed
179520,2021-09-10,junta troops violence innocent civilians
179524,2021-09-10,
179537,2021-09-10,
179542,2021-09-10,sac terrorists launched numerous raids villages gangaw kale road shot dead residents
179544,2021-09-10,statement issued junta terrorists recruiting laukkai state abducting civilians downtown area
179548,2021-09-10,
179553,2021-09-10,juntas forces killed innocent civilians
179555,2021-09-10,myanmar covid situation
179556,2021-09-10,
179568,2021-09-10,covid kailan kaya makabakasyon ang mga kagaya nameng ofw years alang uwi bhie maymayoncmmb buhayofw
