,user_screenname,tweet_text
22939,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22940,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22941,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22942,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22943,LeongWaiKitCNA,#Myanmar army spokesman says “spread of #COVID19 intensified because of overcrowded protests by dishonest people” https://t.co/m6ZBj6Rfrd
22944,IrrawaddyNews,"Sean Turnell, a detained Australian economist who advised the ousted National League for Democracy government, got… https://t.co/vALxqZEbq6"
22945,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22946,LeongWaiKitCNA,#Myanmar army spokesman says “spread of #COVID19 intensified because of overcrowded protests by dishonest people” https://t.co/m6ZBj6Rfrd
22947,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22948,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22949,mrbrown,Scrapped say scrapped lah. Simi “combined”.  https://t.co/DPvLnQhV6w
22950,TODAYonline,"WATCH: Motherhood can be challenging, even for giant pandas like Jia Jia at Singapore's River Safari, who gave birt… https://t.co/AC2GCL5Nmx"
22951,spring21MM,"(1/2)
Ko Yan Aung Soe,35 yrs old man,was Brutally Shot Dead after being abducted by Military terrorists at 9 pm on… https://t.co/WsrtJiMTEN"
22952,IrrawaddyNews,"Sean Turnell, a detained Australian economist who advised the ousted National League for Democracy government, got… https://t.co/vALxqZEbq6"
22953,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22954,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22955,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22956,leehsienloong,"Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page… https://t.co/kHMhYIjWXZ"
22957,business,"China’s Sinopharm and Sinovac vaccines remained protective in a recent Covid outbreak in Guangdong, researchers sai… https://t.co/uF4jOXzIRT"
22958,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22959,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22960,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22961,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22962,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22963,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22964,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22965,IrrawaddyNews,"Sean Turnell, a detained Australian economist who advised the ousted National League for Democracy government, got… https://t.co/vALxqZEbq6"
22966,spring21MM,"(1/2)
Ko Yan Aung Soe,35 yrs old man,was Brutally Shot Dead after being abducted by Military terrorists at 9 pm on… https://t.co/WsrtJiMTEN"
22967,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22968,Shoon_Naing,"https://t.co/dbwuFZ5Eop
#WhatsHappeningInMyanmar #Aug27Coup"
22969,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22970,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22971,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22972,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22973,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
22974,ChannelNewsAsia,"JUST IN: #COVID-19 self-test kits to be distributed to all households via mail from tomorrow; students, staff at pr… https://t.co/9SIP1p0T0x"
22975,SaveMM99,"As Massive forces of Terrorists(SAC) forcefully raided Kapaungkya village as 7th times,#Tanze tsp,#Sagaing division… https://t.co/7Bs0eoX6xK"
22976,leehsienloong,"Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page… https://t.co/kHMhYIjWXZ"
22977,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22978,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22979,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22980,ChannelNewsAsia,"JUST IN: #COVID-19 self-test kits to be distributed to all households via mail from tomorrow; students, staff at pr… https://t.co/9SIP1p0T0x"
22981,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22982,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22983,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22984,TODAYonline,Chinese Comedian Li Dan Loses S$183K For Calling Bras “Equipment That Lets Women Win Easily At Work” In Controversi… https://t.co/0nfyLh0xl6
22985,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22986,LeongWaiKitCNA,#Myanmar army spokesman says “spread of #COVID19 intensified because of overcrowded protests by dishonest people” https://t.co/m6ZBj6Rfrd
22987,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22988,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22989,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22990,IrrawaddyNews,"Sean Turnell, a detained Australian economist who advised the ousted National League for Democracy government, got… https://t.co/vALxqZEbq6"
22991,spring21MM,"(1/2)
Ko Yan Aung Soe,35 yrs old man,was Brutally Shot Dead after being abducted by Military terrorists at 9 pm on… https://t.co/WsrtJiMTEN"
22992,Shoon_Naing,"https://t.co/dbwuFZ5Eop
#WhatsHappeningInMyanmar #Aug27Coup"
22993,ChannelNewsAsia,Singapore 'on track' to vaccinate 80% of its population by end-August: MOH https://t.co/qsgDGl7Xwz https://t.co/wEwfm1lFE7
22994,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22995,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22996,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
22997,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
22998,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
22999,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
23000,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
23001,spring21MM,"(1/2)
Ko Yan Aung Soe,35 yrs old man,was Brutally Shot Dead after being abducted by Military terrorists at 9 pm on… https://t.co/WsrtJiMTEN"
23002,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
23003,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
23004,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
23005,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
23006,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
23007,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
23008,ChannelNewsAsia,"JUST IN: #COVID-19 self-test kits to be distributed to all households via mail from tomorrow; students, staff at pr… https://t.co/9SIP1p0T0x"
23009,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
23010,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
23011,MothershipSG,MOH to send 6 Covid-19 self-test kits to each household from Aug. 28 https://t.co/mnibAsGDbf https://t.co/FkP1iVY3DK
23012,MothershipSG,MOH to send 6 Covid-19 self-test kits to each household from Aug. 28 https://t.co/mnibAsGDbf https://t.co/FkP1iVY3DK
23013,leehsienloong,"Join me for the National Day Rally this Sun, 29 Aug at 6:45pm! The Rally will be live streamed on my Facebook Page… https://t.co/kHMhYIjWXZ"
23014,TODAYonline,"WATCH: Motherhood can be challenging, even for giant pandas like Jia Jia at Singapore's River Safari, who gave birt… https://t.co/AC2GCL5Nmx"
23015,IrrawaddyNews,"Sean Turnell, a detained Australian economist who advised the ousted National League for Democracy government, got… https://t.co/vALxqZEbq6"
23016,IrrawaddyNews,"Sean Turnell, a detained Australian economist who advised the ousted National League for Democracy government, got… https://t.co/vALxqZEbq6"
23017,spring21MM,"(1/2)
Ko Yan Aung Soe,35 yrs old man,was Brutally Shot Dead after being abducted by Military terrorists at 9 pm on… https://t.co/WsrtJiMTEN"
23018,LeongWaiKitCNA,#Myanmar army spokesman says “spread of #COVID19 intensified because of overcrowded protests by dishonest people” https://t.co/m6ZBj6Rfrd
23019,IrrawaddyNews,"Sean Turnell, a detained Australian economist who advised the ousted National League for Democracy government, got… https://t.co/vALxqZEbq6"
23020,spring21MM,"(1/2)
Ko Yan Aung Soe,35 yrs old man,was Brutally Shot Dead after being abducted by Military terrorists at 9 pm on… https://t.co/WsrtJiMTEN"
23021,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
23022,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
23023,SaveMM99,"As Massive forces of Terrorists(SAC) forcefully raided Kapaungkya village as 7th times,#Tanze tsp,#Sagaing division… https://t.co/7Bs0eoX6xK"
23024,Shoon_Naing,"https://t.co/dbwuFZ5Eop
#WhatsHappeningInMyanmar #Aug27Coup"
23025,Shoon_Naing,"https://t.co/dbwuFZ5Eop
#WhatsHappeningInMyanmar #Aug27Coup"
23026,IrrawaddyNews,"Sean Turnell, a detained Australian economist who advised the ousted National League for Democracy government, got… https://t.co/vALxqZEbq6"
23027,Shoon_Naing,"https://t.co/dbwuFZ5Eop
#WhatsHappeningInMyanmar #Aug27Coup"
23028,spring21MM,"(1/2)
Ko Yan Aung Soe,35 yrs old man,was Brutally Shot Dead after being abducted by Military terrorists at 9 pm on… https://t.co/WsrtJiMTEN"
23029,spring21MM,"(1/2)
Ko Yan Aung Soe,35 yrs old man,was Brutally Shot Dead after being abducted by Military terrorists at 9 pm on… https://t.co/WsrtJiMTEN"
23030,IrrawaddyNews,"Sean Turnell, a detained Australian economist who advised the ousted National League for Democracy government, got… https://t.co/vALxqZEbq6"
23031,Shoon_Naing,"https://t.co/dbwuFZ5Eop
#WhatsHappeningInMyanmar #Aug27Coup"
23032,Shoon_Naing,"https://t.co/dbwuFZ5Eop
#WhatsHappeningInMyanmar #Aug27Coup"
23033,ChannelNewsAsia,"JUST IN: #COVID-19 self-test kits to be distributed to all households via mail from tomorrow; students, staff at pr… https://t.co/9SIP1p0T0x"
23034,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
23035,SaveMM99,"As Massive forces of Terrorists(SAC) forcefully raided Kapaungkya village as 7th times,#Tanze tsp,#Sagaing division… https://t.co/7Bs0eoX6xK"
23036,straits_times,"Over 1,000kg of cockles and 6,000kg of seafood, meat, seized from illegal Woodlands facility https://t.co/truaesv1MB"
23037,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
23038,IrrawaddyNews,"Sean Turnell, a detained Australian economist who advised the ousted National League for Democracy government, got… https://t.co/vALxqZEbq6"
23039,straits_times,Changi Airport Terminal 1 and 3 to reopen to the public from Sept 1 https://t.co/nuqpkvjaiT
23040,Shoon_Naing,"https://t.co/dbwuFZ5Eop
#WhatsHappeningInMyanmar #Aug27Coup"
23041,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
23042,spring21MM,"(1/2)
Ko Yan Aung Soe,35 yrs old man,was Brutally Shot Dead after being abducted by Military terrorists at 9 pm on… https://t.co/WsrtJiMTEN"
23043,MothershipSG,"[JUST IN] Covid-19 update in S'pore on Aug. 27:

NEW CASES: 122

* Locally-transmitted cases: 120
* Imported cases:… https://t.co/yK7qN7TLf8"
23044,spring21MM,"(1/2)
Ko Lwin Moe was Brutally Shot Dead after being abducted & interrogated by Military Terrorists in #Karpaungkya… https://t.co/yXJ54838SP"
23045,Shoon_Naing,"https://t.co/dbwuFZ5Eop
#WhatsHappeningInMyanmar #Aug27Coup"
23046,LeongWaiKitCNA,"#MYANMAR #COVID19 SITUATION AUG 27

Total tally:
383,514

New daily cases:
2,635

New daily deaths:
113

Deaths so… https://t.co/kMEzXvJkbU"
23047,spring21MM,"(1/2)
U Thein Min Tun, a bread seller, was Brutally Shot Dead by Military Terrorists when terrorist troops stormed… https://t.co/jbcTU5DNvO"
23048,MothershipSG,"[JUST IN] Covid-19 update in S'pore on Aug. 27:

NEW CASES: 122

* Locally-transmitted cases: 120
* Imported cases:… https://t.co/yK7qN7TLf8"
23049,TODAYonline,NUS to merge Yale-NUS and University Scholars Programme into new college; engineering and design schools to be comb… https://t.co/G9Wc4F020s
